,word,lang,pairs_eng,pairs_cat,pairs_esp,pairs_ger,pairs_por,pairs_pol,pairs_ita,pairs_swe,pairs_fre,pairs_rus,diptongos
5440,uważać,6,0,0,0,0,0,0,0,0,0,0,0
5441,być może,6,0,0,0,0,0,0,0,0,0,0,0
5442,wybierać,6,0,0,0,0,0,0,0,0,1,0,1
5443,nagły,6,0,0,0,0,0,0,0,0,0,0,0
5444,liczyć,6,0,0,0,0,0,0,0,0,0,0,0
5445,kwadrat,6,0,0,0,0,0,0,0,0,0,0,0
5446,powód,6,0,0,0,0,0,0,0,0,0,0,0
5447,długość,6,0,0,0,0,0,1,0,0,0,0,0
5448,przedstawiać,6,1,2,1,1,0,2,0,1,0,0,1
5449,sztuka,6,0,0,0,0,0,1,0,0,0,0,0
5450,przedmiot,6,0,2,1,0,0,2,2,0,0,0,1
5451,region,6,0,0,0,0,0,0,2,0,0,0,1
5452,rozmiar,6,0,0,0,0,0,0,0,0,0,0,1
5453,różnić się,6,0,0,0,0,0,0,0,0,0,0,0
5454,rozstrzygnąć,6,3,0,0,2,0,1,2,1,0,0,0
5455,mówić,6,0,0,0,0,0,0,0,0,0,0,0
5456,waga,6,0,0,0,0,0,0,0,0,0,0,0
5457,ogólny,6,0,1,0,0,0,0,0,0,0,0,0
5458,lód,6,0,0,0,0,0,0,0,0,0,0,0
5459,materiał,6,0,0,0,0,0,0,0,0,0,0,1
5460,okrąg,6,0,0,0,0,0,0,0,0,0,0,0
5461,para,6,0,0,0,0,0,0,0,0,0,0,0
5462,włączać,6,0,0,0,0,0,0,0,0,0,0,0
5463,dzielić,6,0,0,0,0,0,1,0,0,1,0,1
5464,sylaba,6,0,0,0,0,0,0,1,0,0,0,0
5465,filc,6,0,0,0,0,0,0,0,0,0,0,0
5466,wielki,6,0,0,0,0,0,0,0,0,1,0,1
5467,piłka,6,0,0,0,0,0,0,0,0,0,0,0
5468,już,6,0,0,0,0,0,0,0,0,0,0,0
5469,fala,6,0,0,0,0,0,0,1,0,0,0,0
5470,upuszczać,6,0,0,0,0,0,1,0,0,0,0,0
5471,serce,6,0,1,0,0,0,0,0,0,0,0,0
5472,jestem  ,6,1,0,0,1,0,0,0,1,1,0,0
5473,teraźniejszość,6,0,0,0,0,0,1,0,0,1,0,1
5474,ciężki,6,0,0,0,0,0,0,1,0,0,0,0
5475,taniec,6,0,0,0,0,0,0,0,0,1,0,1
5476,silnik,6,0,0,0,0,0,0,0,0,0,0,0
5477,pozycja,6,0,0,0,0,0,0,0,0,0,0,0
5478,ramię,6,0,0,0,0,0,0,0,0,0,0,0
5479,szeroki,6,0,0,0,0,0,1,0,0,0,0,0
5480,żagiel,6,0,0,0,0,0,0,0,0,1,0,1
5481,materiał,6,0,0,0,0,0,0,0,0,0,0,1
5482,frakcja,6,0,1,0,0,0,0,0,0,0,0,0
5483,las,6,0,0,0,0,0,0,1,0,0,0,0
5484,siedzieć,6,0,0,0,0,0,2,0,0,1,0,1
5485,wyścig,6,0,0,0,0,0,0,1,0,0,0,0
5486,okno,6,0,0,0,0,0,0,0,0,0,0,0
5487,sklep,6,0,0,0,0,0,0,0,1,0,0,0
5488,lato,6,0,0,0,0,0,0,1,0,0,0,0
5489,pociąg,6,0,0,0,0,0,0,1,0,0,0,0
5490,spać,6,0,0,0,1,0,0,0,0,0,0,0
5491,udowodnić,6,0,0,0,0,0,0,0,0,0,0,0
5492,samotny,6,0,1,0,0,0,0,0,0,0,0,0
5493,noga,6,0,0,0,0,0,0,0,0,0,0,0
5494,ćwiczenie,6,0,0,0,0,0,0,0,0,1,0,1
5495,ściana,6,0,0,0,0,0,0,1,0,0,0,1
5496,złapać,6,0,0,0,0,0,0,0,0,0,0,0
5497,uchwyt,6,1,0,1,0,0,1,2,1,1,0,0
5498,życzenie,6,0,0,0,0,0,0,0,0,1,0,1
5499,niebo,6,0,0,0,0,0,0,0,0,1,0,1
5500,tablica,6,0,1,0,0,0,0,0,0,0,0,0
5501,radość,6,0,0,0,0,0,0,0,0,0,0,0
5502,zima,6,0,0,0,0,0,0,0,0,0,0,0
5503,sat,6,0,0,0,0,0,0,0,0,0,0,0
5504,pisemny,6,0,1,0,0,0,0,0,0,0,0,0
5505,dziki,6,0,0,0,0,0,1,0,0,0,0,0
5506,instrument,6,3,0,1,2,0,0,0,1,2,0,0
5507,trzymane,6,2,0,0,0,0,1,1,0,0,0,0
5508,szkło,6,0,0,0,0,0,1,0,0,0,0,0
5509,trawa,6,2,0,0,0,0,0,0,0,0,0,0
5510,krowa,6,0,0,0,0,0,0,0,0,0,0,0
5511,stanowisko,6,1,0,0,1,0,0,0,2,0,0,0
5512,brzeg,6,0,1,0,0,0,1,0,0,0,0,0
5513,podpisać,6,0,0,0,0,0,0,0,0,0,0,0
5514,wizyta,6,0,0,0,0,0,0,0,0,0,0,0
5515,po,6,0,0,0,0,0,0,0,0,0,0,0
5516,miękki,6,0,0,0,0,0,0,0,0,0,0,0
5517,zabawa,6,0,0,0,0,0,0,0,0,0,0,0
5518,jasny,6,0,1,0,0,0,0,0,0,0,0,0
5519,gaz,6,0,0,0,0,0,0,0,0,0,0,0
5520,pogoda,6,0,0,0,0,0,0,0,0,0,0,0
5521,miesiąc,6,0,0,0,0,0,0,0,0,2,0,1
5522,milion,6,0,0,0,0,0,0,2,0,0,0,1
5523,niedźwiedź,6,0,0,0,0,0,1,0,0,1,0,1
5524,koniec,6,0,0,0,0,0,0,0,0,1,0,1
5525,szczęśliwy,6,0,0,0,0,0,1,0,0,0,0,0
5526,nadzieja,6,0,0,0,0,0,1,0,0,1,0,1
5527,kwiat,6,0,0,0,0,0,0,0,0,0,0,1
5528,odziać,6,0,0,0,0,0,1,0,0,0,0,1
5529,dziwny,6,0,1,0,0,0,1,0,0,0,0,0
5530,odszedł,6,0,0,0,0,0,3,0,0,0,0,0
5531,handel,6,0,1,1,0,0,0,0,0,0,0,0
5532,melodia,6,0,0,0,0,0,1,0,0,0,0,1
5533,wycieczka,6,0,0,0,0,0,0,1,0,1,0,1
5534,gabinet,6,0,0,0,0,0,0,1,0,1,0,0
5535,odbierać,6,0,0,0,0,0,0,0,0,1,0,1
5536,wiersz,6,0,0,0,0,0,1,0,0,1,0,1
5537,usta,6,1,0,0,1,0,0,0,1,0,0,0
5538,dokładny,6,0,1,0,0,0,0,0,0,0,0,0
5539,symbol,6,0,0,1,0,0,0,0,0,0,0,0
5540,umierać,6,0,0,0,0,0,0,0,0,1,0,1
5541,najmniej,6,0,0,0,0,0,0,0,0,1,0,1
5542,kłopot,6,0,0,0,0,0,0,0,0,0,0,0
5543,krzyczeć,6,0,0,0,0,0,1,0,0,0,0,0
5544,oprócz,6,0,2,1,0,0,0,0,0,0,0,0
5545,napisał,6,0,0,0,0,0,0,0,0,0,0,0
5546,nasionko,6,0,0,0,0,0,0,2,0,0,0,1
5547,ton,6,0,0,0,0,0,0,0,0,0,0,0
5548,przystąp,6,1,2,1,1,0,1,0,1,0,0,0
5549,sugerować,6,0,0,0,0,0,0,0,0,0,0,0
5550,czysty,6,1,0,0,1,0,0,0,1,0,0,0
5551,przerwanie,6,0,2,1,0,0,1,0,0,1,0,1
5552,dama,6,0,0,0,0,0,0,0,0,0,0,0
5553,dziedziniec,6,0,0,0,0,0,2,0,0,2,0,1
5554,wzrastać,6,1,0,0,1,0,0,0,1,0,0,0
5555,zły,6,0,0,0,0,0,0,0,0,0,0,0
5556,cios,6,0,0,0,0,0,0,3,0,0,0,1
5557,olej,6,0,0,0,0,0,0,0,0,0,0,0
5558,krew,6,0,0,0,0,0,0,0,0,0,0,0
5559,dotykać,6,0,0,0,0,0,0,0,0,0,0,0
5560,dorastał,6,1,0,0,1,0,0,0,1,0,0,0
5561,cent,6,0,0,1,0,0,0,0,0,1,0,0
5562,mieszać,6,0,0,0,0,0,1,0,0,2,0,1
5563,zespół,6,0,0,0,1,0,0,0,0,1,0,0
5564,drut,6,0,0,0,0,0,0,0,0,0,0,0
5565,koszt,6,0,0,0,0,0,1,0,0,0,0,0
5566,stracony,6,3,1,0,2,0,0,0,1,0,0,0
5567,brązowy,6,0,1,0,0,0,0,0,0,0,0,0
5568,nosić ,6,0,0,0,0,0,0,0,0,0,0,0
5569,ogród,6,0,0,0,0,0,0,0,0,0,0,0
5570,równy,6,0,1,0,0,0,0,0,0,0,0,0
5571,wysłano,6,0,0,0,0,0,0,0,0,0,0,0
5572,wybierać,6,0,0,0,0,0,0,0,0,1,0,1
5573,spadł,6,0,0,0,1,0,1,0,0,0,0,0
5574,pasować,6,0,0,0,0,0,0,0,0,0,0,0
5575,pływ,6,0,0,0,0,0,0,0,0,0,0,0
5576,sprawiedliwy,6,0,2,1,1,0,1,0,0,1,0,1
5577,bank,6,0,0,0,0,0,0,0,0,0,0,0
5578,zebrać,6,0,1,0,0,0,0,0,0,0,0,0
5579,ratować,6,0,0,0,0,0,0,0,0,0,0,0
5580,dziesiętny,6,0,1,0,0,0,1,0,0,2,0,1
5581,ucho,6,1,0,1,0,0,1,2,1,1,0,0
5582,w przeciwnym razie,6,0,3,1,0,0,1,1,0,1,0,1
5583,całkiem,6,0,0,0,0,0,0,0,0,1,0,1
5584,zepsuł się,6,0,0,0,0,0,0,0,0,0,0,0
5585,walizka,6,0,0,0,0,0,0,0,0,0,0,0
5586,środek,6,0,0,0,0,0,0,0,0,0,0,0
5587,zabić,6,0,0,0,0,0,0,0,0,0,0,0
5588,syn,6,0,0,0,0,0,0,0,0,0,0,0
5589,jezioro,6,0,0,0,0,0,0,2,0,0,0,1
5590,za chwilę,6,1,0,1,0,0,1,2,1,1,0,0
5591,skala,6,0,0,0,0,0,0,1,1,0,0,0
5592,głośno,6,0,0,0,0,0,0,0,0,0,0,0
5593,wiosna,6,0,0,0,0,0,0,2,0,0,0,1
5594,przestrzegać,6,3,2,1,2,0,1,0,1,1,0,0
5595,dziecko,6,1,0,0,1,0,1,0,1,1,0,1
5596,proste,6,1,2,1,1,0,0,0,1,0,0,0
5597,spółgłoska,6,0,0,0,1,0,0,0,1,0,0,0
5598,naród,6,0,0,0,0,0,0,0,0,0,0,0
5599,słownik,6,0,0,0,0,0,0,0,0,0,0,0
5600,mleko,6,0,0,0,0,0,0,0,0,0,0,0
5601,prędkość,6,0,2,1,0,0,0,0,0,0,0,0
5602,metoda,6,0,0,0,0,0,0,0,0,0,0,0
5603,organ,6,0,0,0,0,0,0,0,0,0,0,0
5604,płacić,6,0,0,0,0,0,0,1,0,0,0,0
5605,wiek,6,0,0,0,0,0,0,0,0,1,0,1
5606,sekcja,6,0,0,0,0,0,0,0,0,0,0,0
5607,sukienka,6,0,0,0,0,0,0,0,0,1,0,1
5608,chmura,6,1,0,1,0,0,1,2,1,1,0,0
5609,niespodzianka,6,0,0,0,1,0,1,0,0,2,0,2
5610,cichy,6,1,0,1,0,0,1,3,1,1,0,0
5611,złóg,6,0,0,0,0,0,0,0,0,0,0,0
5612,malutki,6,0,0,0,0,0,0,0,0,0,0,0
5613,wspinać się,6,0,0,0,1,0,0,0,0,1,0,0
5614,fajny,6,0,1,0,0,0,0,0,0,0,0,0
5615,projekt,6,0,2,1,0,0,0,0,0,0,0,0
5616,słaby,6,0,0,0,0,0,0,0,0,0,0,0
5617,działka,6,0,0,0,0,0,1,0,0,0,0,1
5618,eksperyment,6,0,0,1,1,0,0,0,0,1,0,0
5619,na dole,6,0,0,0,0,0,0,0,0,0,0,0
5620,klucz,6,0,0,0,0,0,0,0,0,0,0,0
5621,żelazo,6,0,0,0,0,0,0,1,0,0,0,0
5622,pojedynczy,6,0,2,1,0,1,1,0,0,0,0,0
5623,stick,6,2,0,0,2,0,0,0,2,0,0,0
5624,mieszkanie,6,0,0,0,0,0,1,0,0,2,0,1
5625,dwadzieścia,6,0,0,0,0,0,1,1,0,1,0,2
5626,skóra,6,0,0,0,0,0,0,0,1,0,0,0
5627,uśmiech,6,1,0,1,0,0,1,2,1,2,0,1
5628,marszczyć,6,0,0,0,0,0,1,0,0,0,0,0
5629,otwór,6,0,0,0,0,0,0,0,0,0,0,0
5630,skok,6,0,0,0,0,0,0,0,1,0,0,0
5631,dziecko,6,1,0,0,1,0,1,0,1,1,0,1
5632,osiem,6,0,0,0,0,0,0,0,0,1,0,1
5633,wieś,6,0,0,0,0,0,0,0,0,1,0,1
5634,spotykać się,6,0,0,0,1,0,0,0,0,0,0,0
5635,źródło,6,0,0,0,0,0,1,0,0,0,0,0
5636,kup,6,0,0,0,0,0,0,0,0,0,0,0
5637,podnieść,6,0,0,0,0,0,0,0,0,1,0,1
5638,rozwiązywać,6,0,0,0,0,0,0,0,0,0,0,0
5639,metal,6,0,0,0,0,0,0,0,0,0,0,0
5640,czy,6,0,0,0,0,0,0,0,0,0,0,0
5641,naciskać,6,0,0,0,0,0,0,1,1,0,0,0
5642,siedem,6,0,0,0,0,0,1,0,0,1,0,1
5643,ustęp,6,1,0,0,1,0,0,0,1,0,0,0
5644,trzeci,6,2,0,0,0,0,1,1,0,0,0,0
5645,być,6,0,0,0,0,0,0,0,0,0,0,0
5646,trzymany,6,2,1,0,0,0,1,0,0,0,0,0
5647,włosy,6,0,0,0,0,0,0,0,0,0,0,0
5648,opisać,6,0,0,0,0,0,0,0,0,0,0,0
5649,gotować,6,0,0,0,0,0,0,0,0,0,0,0
5650,piętro,6,2,0,0,0,0,0,0,0,0,0,0
5651,zarówno,6,0,0,0,0,0,0,0,0,0,0,0
5652,wynik,6,0,0,0,0,0,0,0,0,0,0,0
5653,oparzenie,6,0,0,0,0,0,1,0,0,1,0,1
5654,wzgórze,6,0,0,0,0,0,1,0,0,0,0,0
5655,bezpieczny,6,0,1,0,0,0,0,0,0,1,0,1
5656,kot,6,0,0,0,0,0,0,0,0,0,0,0
5657,wiek,6,0,0,0,0,0,0,0,0,1,0,1
5658,rozważać,6,0,0,0,0,0,0,0,0,0,0,0
5659,rodzaj,6,0,0,0,0,0,1,0,0,0,0,0
5660,prawo,6,0,2,1,0,0,0,0,0,0,0,0
5661,fragment,6,0,1,1,0,0,0,0,0,1,0,0
5662,wybrzeże,6,0,1,0,0,0,1,0,0,0,0,0
5663,kopiuj,6,0,0,0,0,0,0,0,0,0,0,1
5664,wyrażenie,6,0,0,0,0,0,0,0,0,1,0,1
5665,cichy,6,1,0,1,0,0,1,3,1,1,0,0
5666,wysoki,6,0,0,0,0,0,0,0,0,0,0,0
5667,piasek,6,0,0,0,0,0,0,0,0,0,0,1
5668,gleba,6,0,0,0,0,0,0,1,0,0,0,0
5669,rolka,6,0,0,0,0,0,0,0,0,0,0,0
5670,temperatura,6,0,0,0,0,0,0,0,0,0,0,0
5671,palec,6,0,0,0,0,0,0,0,0,0,0,0
5672,przemysł,6,0,2,1,0,0,1,0,0,0,0,0
5673,wartość,6,0,0,0,0,0,0,0,0,0,0,0
5674,walka,6,0,0,0,0,0,0,0,0,0,0,0
5675,kłamstwo,6,1,0,0,1,0,0,0,1,0,0,0
5676,bić,6,0,0,0,0,0,0,0,0,0,0,0
5677,podniecać,6,0,0,0,0,0,0,0,0,1,0,1
5678,naturalny,6,0,1,0,0,0,0,0,0,0,0,0
5679,pogląd,6,0,0,0,0,0,0,1,0,0,0,0
5680,sens,6,0,0,0,0,0,0,0,0,0,0,0
5681,krzesło,6,0,0,0,0,0,1,0,0,1,0,0
5682,zagrożenie,6,0,0,0,0,0,0,0,0,1,0,1
5683,owoc,6,0,0,0,0,0,0,0,0,0,0,0
5684,bogaty,6,0,0,0,0,0,0,0,0,0,0,0
5685,gruby,6,0,0,0,0,0,0,0,0,0,0,0
5686,żołnierz,6,0,0,0,0,0,1,0,0,1,0,1
5687,proces,6,0,2,1,0,0,0,0,0,1,0,0
5688,obsługiwać,6,0,0,0,0,0,0,0,0,0,0,0
5689,ćwiczyć,6,0,0,0,0,0,0,0,0,0,0,0
5690,oddzielny,6,0,1,0,0,0,1,0,0,1,0,1
5691,trudny,6,2,1,0,0,0,0,0,0,0,0,0
5692,lekarz,6,0,0,0,0,0,1,0,0,0,0,0
5693,proszę,6,0,2,1,0,0,1,0,0,0,0,0
5694,chronić,6,1,0,1,0,0,1,2,1,1,0,0
5695,południe,6,0,0,0,0,0,0,0,0,1,0,1
5696,przyciąć,6,0,2,1,0,0,1,1,0,0,0,0
5697,nowoczesny,6,0,1,0,0,0,0,0,0,1,0,0
5698,element,6,0,0,1,0,0,0,0,0,1,0,0
5699,uderzyć,6,0,0,0,0,0,1,0,0,0,0,0
5700,student,6,1,0,1,1,0,0,0,1,1,0,0
5701,narożnik,6,0,0,0,0,0,0,0,0,0,0,0
5702,przyjęcie,6,0,2,1,0,0,1,1,0,1,0,1
5703,dostarczać,6,1,1,0,1,0,0,0,1,0,0,0
5704,którego,6,0,0,0,0,0,0,0,0,0,0,0
5705,znajdź,6,0,0,0,0,0,0,0,0,0,0,0
5706,dzwonić,6,0,0,0,0,0,1,0,0,0,0,0
5707,postać,6,1,0,0,1,0,0,0,1,0,0,0
5708,owad,6,0,0,0,0,0,0,0,0,0,0,0
5709,złapany,6,0,1,0,0,0,0,0,0,0,0,0
5710,kropka,6,0,0,0,0,0,0,0,0,0,0,0
5711,wskazać,6,0,0,0,0,0,0,0,1,0,0,0
5712,radio,6,0,0,0,0,0,1,2,0,0,0,1
5713,przemówił,6,0,2,1,0,0,1,0,0,0,0,0
5714,atom,6,0,0,0,0,0,0,0,0,0,0,0
5715,człowiek,6,0,0,0,0,0,0,0,0,1,0,1
5716,historia,6,1,0,0,1,0,0,0,1,0,0,1
5717,efekt,6,0,0,0,0,0,0,0,0,0,0,0
5718,elektryczny,6,2,1,0,0,0,0,0,0,0,0,0
5719,oczekiwać,6,0,0,0,0,0,0,0,0,0,0,0
5720,kość,6,0,0,0,0,0,0,0,0,0,0,0
5721,szyna,6,0,0,0,0,0,1,0,0,0,0,0
5722,wyobrażać sobie,6,0,1,0,0,0,0,0,0,1,0,1
5723,dostarczać,6,1,1,0,1,0,0,0,1,0,0,0
5724,zgodzić się,6,0,0,0,0,0,1,0,0,0,0,0
5725,zatem,6,0,0,0,0,0,0,0,0,0,0,0
5726,delikatny,6,0,1,0,0,0,0,0,0,0,0,0
5727,kobieta,6,0,0,0,0,0,0,0,0,1,0,1
5728,kapitan,6,0,0,0,0,0,0,0,0,0,0,0
5729,zgadywać,6,0,0,0,0,0,0,0,0,0,0,0
5730,niezbędny,6,0,1,0,0,0,0,0,0,1,0,1
5731,ostry,6,3,0,0,2,0,0,0,1,0,0,0
5732,skrzydło,6,0,0,0,0,0,2,0,1,0,0,0
5733,stwórz,6,1,0,0,1,0,1,0,1,0,0,0
5734,sąsiad,6,0,0,0,0,0,0,0,0,0,0,1
5735,myć się,6,0,0,0,0,0,0,0,0,0,0,0
5736,nietoperz,6,0,0,0,0,0,1,0,0,1,0,1
5737,raczej,6,0,0,0,0,0,0,0,0,0,0,0
5738,tłum,6,0,0,0,0,0,0,0,0,0,0,0
5739,kukurydza,6,0,0,0,0,0,1,0,0,0,0,0
5740,porównywać,6,0,1,0,0,0,0,0,0,0,0,0
5741,wiersz,6,0,0,0,0,0,1,0,0,1,0,1
5742,strunowy,6,3,0,0,2,0,0,0,1,0,0,0
5743,dzwon,6,0,0,0,0,0,1,0,0,0,0,0
5744,zależeć,6,0,0,0,0,0,0,0,0,0,0,0
5745,mięso,6,0,0,0,0,0,0,0,0,0,0,0
5746,pocierać,6,0,0,0,0,0,0,1,0,1,0,1
5747,rura,6,0,0,0,0,0,0,0,0,0,0,0
5748,słynny,6,0,1,0,0,0,0,0,0,0,0,0
5749,dolar,6,0,0,0,0,0,0,1,0,0,0,0
5750,strumień,6,3,0,0,2,0,0,0,1,1,0,1
5751,strach,6,4,0,1,2,0,1,2,2,1,0,0
5752,widok,6,0,0,0,0,0,1,0,0,0,0,0
5753,cienki,6,0,0,0,0,0,0,1,0,1,0,1
5754,trójkąt,6,2,0,0,0,0,0,0,0,0,0,0
5755,planeta,6,0,0,0,0,0,0,2,0,0,0,0
5756,spieszyć się,6,0,0,0,1,0,1,0,0,2,0,1
5757,szef,6,0,0,0,0,0,1,0,0,0,0,0
5758,kolonia,6,0,0,0,0,0,0,0,0,0,0,1
5759,zegar,6,0,0,0,0,0,0,0,0,0,0,0
5760,moje,6,0,0,0,0,0,0,0,0,0,0,0
5761,krawat,6,0,0,0,0,0,0,0,0,0,0,0
5762,wejść,6,0,0,0,0,0,0,0,0,0,0,0
5763,poważny,6,0,1,0,0,0,0,0,0,0,0,0
5764,świeży,6,0,0,0,0,0,0,0,0,1,0,1
5765,szukaj,6,0,0,0,0,0,1,0,0,0,0,0
5766,wysłać,6,0,0,0,0,0,0,0,0,0,0,0
5767,żółty,6,0,0,0,0,0,0,0,0,0,0,0
5768,pistolet,6,1,0,0,1,0,0,0,1,0,0,0
5769,umożliwić,6,0,0,0,0,0,0,0,0,0,0,0
5770,wydrukować,6,0,0,0,0,0,0,0,0,0,0,0
5771,nie żyje,6,0,0,0,0,0,0,0,0,1,0,1
5772,miejsce,6,0,1,0,0,1,0,1,0,1,0,1
5773,pustynia,6,1,0,0,1,0,0,0,1,0,0,1
5774,garnitur,6,0,0,0,0,0,0,0,0,0,0,0
5775,obecny,6,0,1,0,0,0,0,0,0,0,0,0
5776,winda,6,0,1,1,0,0,0,0,0,1,0,0
5777,róża,6,0,0,0,0,0,0,0,0,0,0,0
5778,przyjechać,6,1,2,2,0,0,2,2,1,1,0,0
5779,gospodarz,6,0,0,0,1,0,1,0,0,0,0,0
5780,tor,6,0,0,0,0,0,0,0,0,0,0,0
5781,rodzic,6,0,0,0,0,0,1,0,0,0,0,0
5782,wybrzeże,6,0,1,0,0,0,1,0,0,0,0,0
5783,podział,6,0,0,0,0,0,1,0,0,0,0,1
5784,arkusz,6,0,0,0,0,0,1,0,0,0,0,0
5785,substancja,6,1,2,1,1,1,0,0,1,0,0,0
5786,przychylność,6,1,2,2,0,0,2,2,1,1,0,0
5787,łączyć,6,0,0,0,0,0,0,0,0,0,0,0
5788,poczta,6,0,0,0,0,0,0,0,0,0,0,0
5789,spędzić,6,0,0,0,1,0,1,0,0,0,0,0
5790,akord,6,0,0,0,0,0,0,0,0,0,0,0
5791,tłuszcz,6,0,0,0,0,0,1,0,0,0,0,0
5792,zadowolony,6,0,1,0,0,0,0,0,0,0,0,0
5793,oryginał,6,0,0,0,0,0,0,0,0,1,0,0
5794,dzielić,6,0,0,0,0,0,1,0,0,1,0,1
5795,stacja,6,1,0,0,1,0,0,0,1,0,0,0
5796,tata,6,0,0,0,0,0,0,0,0,0,0,0
5797,chleb,6,1,0,1,0,0,1,2,1,1,0,0
5798,opłata,6,0,0,0,0,0,0,0,0,0,0,0
5799,właściwy,6,0,0,0,0,0,0,1,0,0,0,0
5800,bar,6,0,0,0,0,0,0,0,0,0,0,0
5801,oferta,6,0,0,0,0,0,0,0,0,0,0,0
5802,człon,6,0,0,0,0,0,0,0,0,0,0,0
5803,niewolnik,6,0,0,0,0,0,0,0,0,1,0,1
5804,kaczka,6,0,0,0,0,0,0,0,0,0,0,0
5805,natychmiastowy,6,2,0,1,1,0,1,2,2,1,0,1
5806,rynek,6,0,0,0,0,0,0,1,0,0,0,0
5807,stopień,6,1,0,0,1,0,0,0,1,1,0,1
5808,zaludniać,6,0,0,0,0,0,0,0,0,0,0,1
5809,pisklę,6,0,0,0,0,0,0,0,1,0,0,0
5810,droga,6,0,0,0,0,0,0,0,0,0,0,0
5811,wróg,6,0,0,0,0,0,0,0,0,0,0,0
5812,odpowiadać,6,0,0,0,0,0,0,0,0,0,0,1
5813,drink,6,0,0,0,0,0,0,0,0,1,0,0
5814,zdarzać się,6,0,0,0,0,0,1,0,0,0,0,0
5815,pomoc,6,0,0,0,0,0,0,0,0,0,0,0
5816,przemówienie,6,0,2,1,0,0,1,0,0,1,0,1
5817,natura,6,0,0,0,0,0,0,0,0,0,0,0
5818,zasięg,6,0,0,0,0,0,0,0,0,0,0,0
5819,parowy,6,0,0,0,0,0,0,0,0,0,0,0
5820,ruch,6,1,0,1,0,0,1,2,1,1,0,0
5821,ścieżka,6,0,0,0,0,0,0,1,0,1,0,1
5822,płyn,6,0,0,0,0,0,0,0,0,0,0,0
5823,dziennik,6,0,0,0,0,0,1,0,0,1,0,1
5824,oznaczał,6,0,0,0,0,0,0,0,0,0,0,0
5825,iloraz,6,0,0,0,0,0,0,0,0,0,0,0
5826,zęby,6,0,0,0,0,0,0,0,0,0,0,0
5827,powłoka,6,0,0,0,0,0,0,0,0,0,0,0
5828,szyja,6,0,0,0,0,0,1,0,0,0,0,0
5829,tlen,6,0,0,0,0,0,0,0,0,0,0,0
5830,cukier,6,0,0,0,0,0,0,0,0,1,0,1
5831,śmierć,6,0,0,0,0,0,0,0,0,1,0,1
5832,ładny,6,0,1,0,0,0,0,0,0,0,0,0
5833,umiejętność,6,0,0,0,0,0,0,0,0,1,0,1
5834,kobiety,6,0,0,0,0,0,0,0,0,1,0,1
5835,pora roku,6,0,0,0,0,0,0,0,0,0,0,0
5836,rozwiązanie,6,0,0,0,0,0,0,0,0,1,0,1
5837,magnes,6,0,0,0,0,0,0,3,0,1,0,0
5838,srebro,6,0,1,0,0,0,0,0,0,0,0,0
5839,dziękować,6,0,0,0,0,0,1,0,0,0,0,0
5840,oddział,6,0,0,0,0,0,1,0,0,0,0,1
5841,mecz,6,0,0,0,0,0,0,0,0,0,0,0
5842,przyrostek,6,1,2,1,1,0,1,0,1,0,0,0
5843,szczególnie,6,0,0,0,0,0,1,0,0,1,0,1
5844,figa,6,0,0,0,0,0,0,0,0,0,0,0
5845,przestraszony,6,3,3,1,2,0,2,0,1,1,0,0
5846,olbrzymi,6,0,1,0,0,0,1,0,0,0,0,0
5847,siostra,6,3,0,0,2,0,0,2,1,0,0,1
5848,stal,6,1,0,0,1,0,0,0,1,0,0,0
5849,omówić,6,0,0,0,0,0,0,0,0,0,0,0
5850,naprzód,6,0,2,1,0,0,1,0,0,0,0,0
5851,podobny,6,0,1,0,0,0,0,0,0,0,0,0
5852,przewodnik,6,0,2,1,0,0,1,0,0,0,0,0
5853,doświadczenie,6,0,0,0,0,0,0,0,0,1,0,2
5854,wynik,6,0,0,0,0,0,0,0,0,0,0,0
5855,jabłko,6,0,0,0,0,0,0,0,0,0,0,0
5856,kupił,6,0,0,0,0,0,0,0,0,0,0,0
5857,doprowadziło,6,0,2,1,0,0,1,0,0,0,0,0
5858,poziom,6,0,0,0,0,0,0,2,0,0,0,1
5859,płaszcz,6,0,0,0,0,0,1,0,0,0,0,0
5860,masa,6,0,0,0,0,0,0,0,0,0,0,0
5861,karta,6,0,0,0,0,0,0,0,0,0,0,0
5862,pasmo,6,0,0,0,0,0,0,0,0,0,0,0
5863,lina,6,0,0,0,0,0,0,0,0,1,0,0
5864,poślizg,6,0,0,0,0,0,0,0,0,0,0,0
5865,wygrać,6,0,0,0,0,0,0,0,0,0,0,0
5866,śnić,6,0,0,0,0,0,0,0,0,0,0,0
5867,wieczór,6,0,0,0,0,0,0,0,0,1,0,1
5868,stan,6,1,0,0,1,0,0,0,1,0,0,0
5869,karmić,6,0,0,0,0,1,0,0,0,0,0,0
5870,narzędzie,6,0,0,0,0,0,2,0,0,1,0,1
5871,podstawowy,6,1,0,0,1,0,0,0,1,0,0,0
5872,zapach,6,1,0,1,0,0,1,2,1,1,0,0
5873,dolina,6,0,0,0,0,0,0,0,0,1,0,0
5874,ani,6,0,0,0,0,0,0,0,0,0,0,0
5875,podwójnie,6,0,0,0,0,0,0,0,0,1,0,1
5876,siedzenie,6,0,0,0,0,0,2,0,0,1,0,1
5877,kontynuować,6,0,0,1,0,0,0,0,0,0,0,1
5878,blok,6,0,1,0,0,0,0,0,0,0,0,0
