,word,lang,pre_eng,pre_esp,pre_cat,pre_ita,pre_fra,pre_por,pre_ale,pre_sue,pre_pol,pre_rus,suf_eng,suf_esp,suf_cat,suf_ita,suf_fra,suf_por,suf_ale,suf_sue,suf_pol,suf_rus,en_zipf,es_zipf,ca_zipf,it_zipf,fr_zipf,pt_zipf,de_zipf,sv_zipf,pl_zipf,ru_zipf
4856,figure,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,5.07,3.1,2.3,4.61,4.74,3.12,2.83,2.78,2.89,2.46
4857,peur,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.75,1.6,1.23,1.79,5.24,1.47,1.84,1.32,1.21,1.47
4858,énorme,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.74,0.0,0.0,0.0,0.0,0.0
4859,sœur,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0.0,0.0,0.0,4.79,0.0,1.48,0.0,0.0,0.0
4860,acier,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1.35,1.42,0.0,1.43,4.28,0.0,1.63,0.0,0.0,0.0
4861,discuter,4,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,1.56,4.58,0.0,0.0,0.0,0.0,0.0
4862,vers l'avant,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,2.52,3.8,2.72,5.46,2.59,2.97,2.7,1.74,2.03
4863,similaire,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0
4864,guide,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.75,3.21,2.71,4.17,4.5,3.69,3.83,4.01,3.51,2.93
4865,vivre,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.5,2.23,2.66,2.43,5.21,2.56,2.51,1.98,3.02,2.14
4866,score,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4.83,3.0,2.41,3.12,4.51,3.06,3.48,3.4,3.02,2.35
4867,pomme,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.92,1.67,1.09,1.71,4.22,1.64,1.91,2.06,1.41,1.19
4868,acheté,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0
4869,led,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11,3.66,3.56,3.76,3.79,3.75,4.06,4.4,3.72,3.43
4870,terrain,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.94,2.02,1.52,2.21,4.98,2.01,3.58,2.07,2.41,2.22
4871,manteau,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.39,1.16,0.0,1.52,4.12,1.17,1.32,0.0,0.0,1.33
4872,masse,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.15,1.88,1.34,4.09,4.74,1.69,4.67,2.67,2.16,1.63
4873,carte,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.16,2.49,2.07,4.73,5.06,2.81,3.06,2.97,2.71,2.46
4874,bande,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.24,2.21,1.95,4.02,4.96,1.97,4.18,1.79,1.81,1.14
4875,corde,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.75,2.16,2.09,3.97,4.11,1.74,1.95,1.68,2.07,1.22
4876,caleçon,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.32,0.0,0.0,0.0,0.0,0.0
4877,gagner,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2.07,0.0,0.0,1.12,5.0,0.0,1.43,1.55,0.0,0.0
4878,rêver,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.22,1.55,0.0,0.0,0.0,0.0
4879,soirée,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.15,1.93,1.34,2.07,5.0,2.04,2.32,1.63,1.22,0.0
4880,condition,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.86,2.5,2.3,2.62,4.65,2.65,2.83,2.51,2.4,2.31
4881,nourrir,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,4.27,0.0,0.0,0.0,0.0,0.0
4882,outil,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.43,1.14,1.14,0.0,0.0,0.0
4883,de base,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.83,5.28,5.14,5.31,5.3,5.34,3.83,3.38,3.21,2.84
4884,sentir,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1.48,4.89,5.21,3.69,4.68,5.16,1.27,0.0,0.0,1.08
4885,vallée,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.11,2.01,2.0,2.37,4.48,2.09,2.31,2.05,1.55,0.0
4886,ni,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,6.02,5.95,4.02,5.48,3.94,3.77,6.22,4.49,3.68
4887,double,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.01,3.11,2.68,3.47,4.99,3.4,3.87,3.6,3.59,3.06
4888,siège,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.29,1.93,4.8,0.0,1.5,0.0,0.0,0.0
4889,continuez,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.13,0.0,0.0,0.0,0.0,0.0
4890,bloquer,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.18,0.0,0.0,0.0,0.0,0.0
4891,graphique,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.11,1.04,1.34,1.21,4.22,0.0,1.37,0.0,0.0,0.0
4892,chapeau,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.23,2.53,2.53,2.99,4.36,1.62,3.03,1.81,2.4,1.09
4893,vendre,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.27,2.01,4.68,1.51,4.81,0.0,1.45,0.0,0.0,0.0
4894,succès,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.24,0.0,1.54,1.56,5.07,0.0,1.5,1.01,0.0,0.0
4895,compagnie,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.4,2.12,2.22,4.39,5.04,1.73,3.21,1.92,1.83,1.6
4896,soustraire,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0
4897,un événement,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.07,0.0,1.34,4.66,0.0,1.14,0.0,0.0,0.0
4898,particulier,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1.48,1.51,1.29,1.9,5.08,1.22,2.01,1.01,0.0,0.0
4899,accord,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,2.57,2.51,2.51,5.41,2.78,3.05,2.43,2.58,2.66
4900,baignade,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0
4901,terme,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.22,2.14,5.38,4.08,5.19,1.9,2.86,2.11,1.83,1.27
4902,opposé,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0
4903,épouse,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.02,4.58,0.0,0.0,0.0,0.0,0.0
4904,chaussure,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.0,0.0,0.0,1.03,3.91,0.0,0.0,0.0,0.0,0.0
4905,épaule,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.22,0.0,0.0,0.0,0.0,0.0
4906,se propager,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.55,0.0,0.0,0.0,0.0,0.0
4907,organiser,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,3.11,0.0,0.0,1.12,4.47,0.0,1.32,1.05,0.0,0.0
4908,camp,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79,3.77,5.39,3.87,4.84,3.75,4.13,3.88,3.84,2.83
4909,inventer,4,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.02,0.0,0.0,0.0,0.0,0.0
4910,coton,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,1.58,0.0,1.76,4.06,1.32,1.63,1.13,1.73,0.0
4911,née,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.48,1.58,0.0,1.38,4.47,2.48,1.57,0.0,0.0,0.0
4912,déterminer,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.48,0.0,0.0,0.0,0.0,0.0
4913,litre,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3.5,1.67,3.45,1.4,3.82,0.0,1.82,1.45,0.0,1.49
4914,neuf,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,2.12,1.69,2.18,4.91,1.91,2.39,2.01,2.15,1.16
4915,un camion,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.47,3.16,1.23,4.18,4.27,1.18,1.59,0.0,1.11,0.0
4916,bruit,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,1.25,1.04,1.63,4.71,0.0,1.59,0.0,0.0,1.48
4917,niveau,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.67,1.64,1.26,1.64,5.42,1.45,4.57,1.05,1.51,0.0
4918,chance,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.26,3.86,3.15,4.0,5.15,4.88,5.06,3.38,3.16,2.85
4919,rassembler,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.02,0.0,0.0,0.0,0.0,0.0
4920,magasin,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.59,1.3,1.32,1.58,4.58,1.05,1.93,3.87,0.0,0.0
4921,extensible,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.55,2.71,2.58,1.6,2.81,1.97,1.76,1.27,1.47,0.0
4922,jeter,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,3.0,2.39,1.91,2.2,4.5,2.33,2.19,2.17,2.1,0.0
4923,briller,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.73,0.0,1.63,1.05,0.0,0.0
4924,propriété,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,1.3,1.23,1.57,4.74,1.26,1.65,0.0,0.0,0.0
4925,colonne,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.47,1.37,1.32,4.19,4.22,0.0,1.91,0.0,0.0,0.0
4926,molécule,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.69,0.0,0.0,0.0,0.0,0.0
4927,sélectionner,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0
4928,mauvais,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.68,1.82,0.0,1.96,5.03,1.4,2.04,1.38,1.28,1.77
4929,grise,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.86,1.29,0.0,1.33,3.94,1.33,1.55,1.85,0.0,0.0
4930,répéter,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.23,0.0,0.0,0.0,0.0,0.0
4931,exiger,4,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.91,0.0,0.0,0.0,0.0,0.0
4932,vaste,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.25,1.05,0.0,3.58,4.53,0.0,1.24,0.0,0.0,0.0
4933,préparer,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.69,0.0,0.0,0.0,0.0,0.0
4934,sel,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,3.01,2.69,3.58,4.38,2.75,3.16,2.61,3.18,1.84
4935,nez,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,2.47,1.55,2.24,4.66,2.1,2.46,2.18,2.16,1.65
4936,pluriel,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.02,3.7,0.0,1.42,0.0,1.02,0.0
4937,colère,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,1.28,4.65,1.12,1.19,0.0,0.0,0.0
4938,réclamer,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.01,0.0,0.0,0.0,0.0,0.0
4939,continent,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07,2.21,4.32,2.13,4.34,2.4,2.28,1.61,2.23,1.85
4940,jak,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,2.55,1.84,2.25,2.31,2.13,2.81,3.05,6.88,1.77
4941,jego,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,1.42,1.13,1.43,1.93,0.0,1.7,1.09,6.27,1.62
4942,że,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.33,1.09,0.0,1.14,0.0,0.0,1.5,0.0,7.05,1.32
4943,on,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,4.66,6.18,4.98,6.71,5.17,4.95,4.93,5.98,4.49
4944,był,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,6.18,1.26
4945,dla,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.54,2.27,2.48,3.09,2.26,2.49,2.11,6.59,2.16
4946,na ,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.42,4.39,4.49,4.43,4.08,6.9,5.15,4.11,7.34,3.99
4947,są,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0.0,0.0,1.01,0.0,0.0,1.33,0.0,6.48,1.09
4948,z,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.47,4.28,4.09,4.34,4.44,4.35,5.11,4.3,7.29,4.16
4949,one,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.47,4.41,4.3,4.63,4.53,4.9,4.65,4.62,5.49,4.4
4950,być,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0.0,0.0,0.0,0.0,0.0,1.03,1.06,6.27,0.0
4951,w,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.21,4.41,4.19,4.56,4.49,4.36,5.14,4.4,7.55,4.21
4952,jeden,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.58,1.32,1.04,1.49,1.45,1.05,5.5,1.35,5.77,1.36
4953,mieć,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,0.0
4954,ten,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.05,4.38,3.69,3.81,3.53,3.82,4.03,3.5,6.32,2.86
4955,z,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.47,4.28,4.09,4.34,4.44,4.35,5.11,4.3,7.29,4.16
4956,za pomocą,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,0.0
4957,gorący,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,0.0
4958,słowo,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,0.0
4959,ale,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.68,3.54,3.4,3.71,3.14,3.47,3.34,3.75,6.75,2.39
4960,co,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.21,4.55,4.43,4.79,4.65,4.67,4.93,4.28,6.75,3.77
4961,niektóre,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,0.0
4962,jest,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.06,2.01,1.82,2.36,2.09,1.88,2.49,1.83,7.06,1.93
4963,to,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43,4.9,4.99,5.02,4.91,5.75,5.17,5.1,7.29,4.81
4964,ty,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3.73,3.14,2.58,3.19,3.29,3.28,3.17,4.24,5.86,2.65
4965,lub,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,1.96,1.29,1.5,1.8,2.42,2.04,1.82,6.03,1.55
4966,miał,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.72,0.0
4967,the,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.73,5.42,5.48,5.5,5.35,5.99,5.62,5.63,5.66,5.43
4968,z,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.47,4.28,4.09,4.34,4.44,4.35,5.11,4.3,7.29,4.16
4969,do,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35,4.64,4.63,4.87,4.45,7.22,4.56,4.54,7.11,4.05
4970,oraz,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,1.24,0.0,1.6,1.26,1.51,1.69,0.0,6.3,0.0
4971,a,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36,7.36,7.5,7.21,7.0,7.52,5.78,5.7,6.87,5.07
4972,w,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.21,4.41,4.19,4.56,4.49,4.36,5.14,4.4,7.55,4.21
4973,my,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.57,4.43,4.26,4.58,4.43,4.83,4.6,4.74,5.63,4.45
4974,móc,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.0
4975,na zewnątrz,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0
4976,inny,6,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1.45,0.0,0.0,0.0,0.0,0.0,1.03,0.0,5.29,0.0
4977,byli,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,5.44,0.0
4978,który,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.11,0.0,0.0,0.0,0.0,0.0,1.14,0.0,6.14,1.24
4979,robić,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,0.0
4980,ich,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.22,2.88,2.51,3.02,3.09,3.02,7.08,3.35,6.25,3.12
4981,czas,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.09,1.08,0.0,1.11,0.0,0.0,1.33,1.13,5.84,0.0
4982,jeśli,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.24,0.0
4983,będzie,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.11,0.0,0.0,0.0,0.0,0.0,1.29,0.0,6.29,1.29
4984,jak,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,2.55,1.84,2.25,2.31,2.13,2.81,3.05,6.88,1.77
4985,powiedział,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51,0.0
4986,jakiś,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0
4987,każdy,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73,0.0
4988,powiedzieć,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,0.0
4989,czy,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.55,1.33,1.2,1.25,1.39,0.0,1.63,0.0,6.55,0.0
4990,ustawić,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14,0.0
4991,trzy,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51,0.0
4992,chcieć,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0
4993,powietrze,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56,0.0
4994,dobrze,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.92,0.0
4995,również,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94,0.0
4996,bawić się,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,0.0
4997,mały,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,4.99,0.0
4998,koniec,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,5.47,0.0
4999,położyć,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,0.0
5000,dom,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.78,3.61,3.57,3.81,3.94,4.69,4.18,5.97,5.21,2.73
5001,czytać,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86,0.0
5002,ręka,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,0.0
5003,port,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73,3.65,4.98,3.69,4.86,3.7,3.88,4.06,4.4,2.73
5004,wielki,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.42,0.0,1.41,0.0,5.08,0.0
5005,zaklęcie,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,0.0
5006,dodaj,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0
5007,grunt,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,1.88,0.0,1.82,1.96,1.8,1.95,3.08,3.98,1.82
5008,tutaj,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.78,0.0
5009,musi,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,2.01,2.05,2.97,2.22,2.02,2.64,1.36,5.61,1.07
5010,duża,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,0.0
