,word,lang,pairs_eng,pairs_cat,pairs_esp,pairs_ger,pairs_por,pairs_pol,pairs_ita,pairs_swe,pairs_fre,pairs_rus,diptongos,pre_eng,pre_esp,pre_cat,pre_ita,pre_fra,pre_por,pre_ale,pre_sue,pre_pol,pre_rus,suf_eng,suf_esp,suf_cat,suf_ita,suf_fra,suf_por,suf_ale,suf_sue,suf_pol,suf_rus,en_zipf,de_zipf,ca_zipf,es_zipf,fr_zipf,it_zipf,pl_zipf,pt_zipf,ru_zipf,sv_zipf
4953,avere,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.44,1.44,1.38,1.38,2.09,5.72,0.0,1.35,1.47,0.0
4954,questo,5,2,0,1,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,2.22,2.08,2.15,2.18,6.46,1.76,2.08,1.67,1.85
4955,da,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,6.37,4.67,5.58,4.27,6.84,5.4,7.13,3.69,4.48
4956,di,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,4.67,4.47,4.98,4.56,7.59,4.32,4.38,3.64,4.32
4957,piccante,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,0.0,0.0,0.0
4958,parola,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,1.73,1.37,1.86,1.91,5.28,1.09,2.22,1.46,0.0
4959,ma,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,4.68,4.75,4.44,6.0,6.73,6.47,4.41,3.6,4.2
4960,che cosa,5,1,0,1,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,2.76,3.67,4.37,2.65,6.17,2.6,2.97,2.26,2.56
4961,alcuni,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,1.58,1.34,1.57,1.7,5.63,0.0,1.22,0.0,0.0
4962,è,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,3.0,3.53,2.96,3.39,7.1,2.24,3.84,2.95,2.58
4963,esso,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,2.62,1.26,2.51,2.58,4.84,1.71,2.65,1.68,2.05
4964,voi,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,2.59,1.72,2.68,2.97,5.63,1.67,2.59,2.03,2.48
4965,o,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12,5.21,6.47,6.51,5.01,6.48,6.91,7.47,4.56,5.47
4966,avevo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.34,0.0,0.0,0.0,0.0
4967,il,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32,4.16,4.58,4.0,6.98,7.32,4.02,4.22,3.47,3.79
4968,di,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,4.67,4.47,4.98,4.56,7.59,4.32,4.38,3.64,4.32
4969,a,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36,5.78,7.5,7.36,7.0,7.21,6.87,7.52,5.07,5.7
4970,e,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.28,5.53,5.25,5.93,5.29,7.46,5.32,7.43,4.72,5.74
4971,un,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62,4.77,7.11,7.07,7.11,7.16,4.06,4.35,3.61,3.94
4972,in,5,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7.27,7.24,5.08,5.07,5.24,7.21,5.31,5.53,4.75,6.31
4973,noi,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,2.49,4.68,2.81,2.75,5.9,2.88,2.93,2.09,2.44
4974,potere,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.19,1.7,1.32,1.58,1.54,5.25,0.0,1.24,0.0,0.0
4975,fuori,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,2.01,2.46,1.63,1.75,5.63,1.28,1.19,1.1,1.52
4976,altro,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,1.95,1.66,1.97,2.04,5.92,1.7,1.56,1.51,1.51
4977,erano,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,1.16,0.0,1.24,1.09,5.71,0.0,0.0,0.0,0.0
4978,quale,5,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.76,1.94,1.26,1.85,1.91,5.75,1.53,2.1,1.38,1.46
4979,fare,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3.94,2.54,3.02,2.25,2.72,6.15,2.4,2.29,2.15,2.31
4980,i loro,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,2.5,2.88,3.53,2.45,6.11,1.99,2.53,2.1,2.14
4981,volta,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,2.72,4.89,2.86,2.99,5.87,2.42,5.63,2.22,2.7
4982,se,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.29,4.47,6.26,7.06,6.56,6.61,4.6,6.94,3.7,6.19
4983,volere,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0,0.0
4984,come,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.78,3.85,3.39,4.49,3.9,6.67,3.92,4.59,3.64,3.9
4985,disse,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7,2.57,1.26,1.74,1.77,4.76,1.35,5.72,1.28,1.66
4986,un,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62,4.77,7.11,7.07,7.11,7.16,4.06,4.35,3.61,3.94
4987,a testa,5,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.49,2.46,2.89,2.68,5.34,1.83,4.01,1.39,4.83
4988,raccontare,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,4.53,0.0,0.0,0.0,0.0
4989,fa,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,4.0,6.18,4.18,4.0,6.09,3.76,3.82,3.06,4.23
4990,impostare,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0
4991,tre,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3.11,3.02,3.41,3.15,3.57,5.73,3.11,3.58,2.16,5.69
4992,volere,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0,0.0
4993,aria,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.39,3.11,2.18,3.45,3.21,5.02,3.27,3.42,2.39,2.8
4994,bene,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2.9,3.15,2.74,2.85,3.11,5.92,3.52,2.83,2.51,2.96
4995,anche,5,1,2,2,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.85,2.23,1.88,2.08,2.56,6.52,1.65,2.03,1.37,1.05
4996,giocare a,5,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0
4997,piccolo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,2.93,2.17,2.67,2.72,5.25,2.89,3.07,1.31,2.52
4998,fine,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.23,3.58,2.86,3.36,4.29,5.76,3.45,3.64,3.09,3.88
4999,mettere,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0
5000,casa,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.52,5.76,5.77,3.68,5.88,3.64,5.99,2.79,3.55
5001,leggere,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,1.38,1.13,1.12,1.28,5.16,0.0,0.0,0.0,0.0
5002,mano,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,2.78,3.53,5.38,3.07,5.45,2.41,4.4,2.13,2.61
5003,porta,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,3.41,5.39,3.77,3.49,5.41,2.79,5.07,1.85,3.18
5004,di grandi dimensioni,5,0,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0,0.0
5005,sillabare,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0
5006,inserisci,5,0,1,0,0,1,0,2,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.65,0.0,0.0,0.0,0.0
5007,terra,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.53,5.45,3.61,3.5,5.43,3.44,5.45,2.81,3.17
5008,qui,5,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32,3.46,5.96,3.66,6.89,5.87,3.41,3.88,3.07,3.1
5009,dovere,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,1.04,0.0,0.0,0.0,4.64,0.0,0.0,0.0,0.0
5010,grande,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.97,3.7,4.08,5.37,5.6,5.82,4.04,5.95,2.7,3.61
5011,alto,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47,3.28,4.13,5.29,3.33,5.23,3.37,5.26,2.33,2.84
5012,tale,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.29,3.13,2.4,2.74,2.9,5.39,2.61,2.85,2.55,2.75
5013,seguire,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,1.49,2.78,0.0,4.97,0.0,0.0,0.0,0.0
5014,atto,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,2.1,0.0,1.97,1.78,5.03,1.63,1.7,1.06,1.83
5015,chiedi,5,1,0,1,0,0,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.0
5016,uomini,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,1.97,0.0,1.75,1.9,5.48,0.0,1.71,1.29,1.83
5017,modificare,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,4.27,0.0,0.0,0.0,0.0
5018,luce,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.99,2.8,2.87,3.9,3.26,5.22,2.84,2.99,1.92,2.7
5019,tipo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,2.22,3.05,5.65,2.1,5.62,2.31,5.69,1.92,2.17
5020,spento,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.01,0.0,0.0,0.0,0.0
5021,bisogno,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,1.16,0.0,1.71,1.1,5.51,0.0,1.23,0.0,0.0
5022,casa,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.52,5.76,5.77,3.68,5.88,3.64,5.99,2.79,3.55
5023,immagine,5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.56,1.43,0.0,1.33,2.1,4.98,1.19,1.13,0.0,0.0
5024,tentativo,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,2.38,0.0,4.77,0.0,1.04,0.0,0.0
5025,noi,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,2.49,4.68,2.81,2.75,5.9,2.88,2.93,2.09,2.44
5026,ancora,5,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,2.19,2.69,2.46,2.0,6.07,2.23,2.77,1.76,1.35
5027,animale,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.47,1.81,0.0,1.84,3.96,4.59,0.0,2.06,0.0,1.22
5028,punto,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,2.71,3.31,5.5,2.51,5.62,2.73,2.87,2.28,2.38
5029,madre,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.88,2.73,3.4,5.45,2.95,5.34,3.06,3.87,1.9,2.62
5030,mondo,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,2.66,2.31,2.82,2.65,5.85,2.55,2.65,1.82,2.58
5031,vicino,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.62,0.0,1.43,1.34,5.26,0.0,1.22,0.0,1.19
5032,costruire,5,3,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,4.74,0.0,0.0,0.0,0.0
5033,se stesso,5,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,1.43,0.0,1.46,1.43,5.76,0.0,1.25,0.0,0.0
5034,terra,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.53,5.45,3.61,3.5,5.43,3.44,5.45,2.81,3.17
5035,padre,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3.11,2.87,3.45,5.36,3.12,5.42,3.1,4.79,1.85,2.8
5036,qualunque,5,1,0,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.13,1.05,0.0,1.16,5.03,0.0,0.0,0.0,0.0
5037,nuovo,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,2.59,2.08,2.25,2.43,5.77,1.8,1.83,1.92,1.61
5038,opera,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,3.62,3.81,4.09,3.43,5.22,3.69,4.03,3.52,3.84
5039,parte,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.77,2.72,3.46,6.0,3.79,6.18,2.06,5.9,2.17,2.19
5040,prendere,5,0,3,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,1.02,0.0,1.31,1.08,5.35,0.0,1.02,0.0,0.0
5041,ottenere,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,5.05,0.0,0.0,0.0,0.0
5042,posto,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,1.83,1.41,1.86,1.76,5.64,1.37,4.75,1.36,1.61
5043,fatto,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,2.01,1.43,2.14,2.14,6.19,2.21,2.22,1.76,1.32
5044,abitare,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1.1,0.0,0.0,0.0,0.0,3.77,0.0,0.0,0.0,0.0
5045,dove,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.67,2.98,2.91,2.87,2.91,5.97,3.13,3.08,2.38,2.87
5046,dopo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,2.26,1.68,1.97,1.95,6.13,1.34,1.59,1.31,1.38
5047,indietro,5,2,1,1,0,0,1,0,0,2,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.88,0.0,0.0,0.0,0.0
5048,piccolo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,2.93,2.17,2.67,2.72,5.25,2.89,3.07,1.31,2.52
5049,solo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61,4.16,3.97,6.0,4.37,6.33,4.1,4.83,2.86,4.01
5050,il giro,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01,3.2,3.67,3.82,3.13,5.32,2.91,3.92,1.81,2.51
5051,uomo,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,2.44,1.96,2.11,2.27,5.56,2.01,2.03,1.79,2.24
5052,anno,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,3.77,2.18,2.9,2.99,5.73,3.38,2.64,2.61,3.33
5053,è venuto,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,1.51,0.0,0.0,1.05,4.7,0.0,1.28,0.0,1.28
5054,mostrare,5,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0,0.0,2.48,0.0,4.47,0.0,0.0,0.0,0.0
5055,ogni,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,1.94,1.7,1.91,2.02,6.03,3.08,1.6,1.65,1.61
5056,buona,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,2.46,2.18,2.0,2.16,5.45,1.97,2.3,2.07,1.85
5057,me,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.48,4.63,5.58,6.7,6.31,6.09,4.87,6.55,4.47,4.82
5058,dare,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,4.31,2.92,2.61,3.26,3.0,5.41,2.79,2.9,2.55,2.99
5059,i nostri,5,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,2.33,1.68,2.1,2.19,5.42,1.87,1.83,1.47,1.51
5060,sotto,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.27,1.89,2.46,2.49,5.7,2.0,2.2,2.04,1.59
5061,nome,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.67,2.32,1.91,2.79,2.69,5.63,2.26,5.77,1.61,2.16
5062,molto,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,2.63,2.44,2.42,2.33,6.07,2.24,2.22,2.05,2.19
5063,attraverso,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.43,1.26,1.25,1.33,5.36,0.0,1.08,0.0,1.01
5064,appena,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.45,0.0,0.0,0.0,0.0
5065,modulo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,2.23,0.0,2.88,2.56,4.17,2.0,2.56,0.0,1.58
5066,frase,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.66,1.38,4.58,4.68,1.46,4.73,0.0,4.65,0.0,1.31
5067,grande,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.97,3.7,4.08,5.37,5.6,5.82,4.04,5.95,2.7,3.61
5068,pensare,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0,0.0,2.33,1.01,5.27,0.0,1.11,0.0,0.0
5069,dire,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3.66,2.83,3.02,3.47,5.96,5.86,2.76,3.14,2.7,2.9
5070,aiuto,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,1.49,0.0,1.32,1.36,5.17,1.21,1.29,0.0,1.34
5071,basso,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,2.68,2.09,2.48,2.47,5.05,2.18,3.14,1.59,2.35
5072,linea,5,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,2.67,3.0,4.27,2.38,5.2,2.42,2.44,1.66,2.48
5073,differire,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,0.0
5074,causa,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,3.54,5.33,5.12,3.32,5.44,2.92,5.43,2.05,1.74
5075,tanto,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.21,3.29,5.84,2.39,5.78,2.41,5.58,1.8,2.73
5076,significare,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,3.95,0.0,0.0,0.0,0.0
